,ground_nof,bstory_cnt,bottom_area,season_se_nm,fire_ocrn_hour,daywk,sigungu_nm,spt_safe_cnter_dist,fclty_place_lclas_nm,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,time_unit_tmprt,time_unit_ws,time_unit_humidity,time_unit_rainqty,time_unit_msnf,totar
1119,4.0,1.0,103.95,봄,16.0,목요일,중구,0.5,생활서비스,N,N,N,N,14.7,1.9,47.0,0.0,0.0,442.84
1120,6.0,4.0,367.04,봄,16.0,목요일,구로구,1.0,판매/업무시설,N,Y,N,N,14.7,1.9,47.0,0.0,0.0,3360.6
1121,2.0,1.0,3.31,봄,16.0,목요일,용산구,0.6,생활서비스,N,N,N,N,14.7,1.9,47.0,0.0,0.0,83.18
1122,4.0,0.0,293.75,봄,16.0,목요일,동대문구,0.8,산업시설,N,N,N,N,14.7,1.9,47.0,0.0,0.0,993.68
1123,3.0,1.0,85.74,봄,18.0,목요일,관악구,1.5,주거,N,N,N,N,14.0,2.0,53.0,0.0,0.0,297.28
1124,5.0,1.0,439.6,봄,20.0,목요일,강남구,2.2,생활서비스,N,N,N,N,10.5,4.1,70.0,0.0,0.0,1455.88
1125,16.0,0.0,85.0,봄,0.0,금요일,영등포구,1.7,주거,N,N,N,N,7.8,4.9,69.0,0.0,0.0,14660.24
1126,14.0,4.0,904.72,봄,0.0,금요일,광진구,0.8,판매/업무시설,N,Y,N,N,7.8,4.9,69.0,0.0,0.0,13373.93
1127,5.0,2.0,406.1,봄,3.0,금요일,중랑구,1.0,판매/업무시설,N,Y,N,N,7.1,4.6,70.0,0.0,0.0,2920.6
1128,8.0,1.0,26.5,봄,3.0,금요일,양천구,2.8,주거,N,N,N,N,7.1,4.6,70.0,0.0,0.0,791885.0
1129,3.0,1.0,107.96,봄,7.0,금요일,중랑구,2.0,판매/업무시설,N,N,N,N,6.8,6.5,69.0,0.0,0.0,423.28
1130,13.0,2.0,526.45,봄,8.0,금요일,중랑구,1.8,생활서비스,N,Y,N,N,6.8,4.3,68.0,0.0,0.0,6321.12
1131,5.0,0.0,206.41,봄,10.0,금요일,강서구,1.0,주거,N,N,N,N,8.4,4.7,59.0,0.0,0.0,656.78
1133,3.0,1.0,30.0,봄,12.0,금요일,송파구,1.7,주거,N,N,N,N,9.3,4.3,55.0,0.0,0.0,404.02
1134,11.0,2.0,249.26,봄,12.0,금요일,송파구,1.7,교육시설,N,Y,N,N,9.3,4.3,55.0,0.0,0.0,4020.05
1135,6.0,0.0,29.98,봄,14.0,금요일,송파구,2.9,주거,N,Y,N,N,9.3,2.7,56.0,0.0,0.0,725.16
1136,2.0,1.0,705.13,봄,14.0,금요일,중랑구,1.6,생활서비스,N,Y,N,N,9.3,2.7,56.0,0.0,0.0,1593.2
1137,4.0,1.0,140.75,봄,17.0,금요일,마포구,1.3,생활서비스,Y,N,Y,N,8.7,4.3,53.0,0.0,0.0,745.5
1138,6.0,1.0,132.37,봄,17.0,금요일,마포구,0.7,판매/업무시설,N,Y,N,N,8.7,4.3,53.0,0.0,0.0,857.85
1139,3.0,1.0,44.8,봄,19.0,금요일,성동구,1.0,주거,N,N,N,N,7.1,4.7,56.0,0.0,0.0,179.2
1140,2.0,1.0,49.68,봄,21.0,금요일,관악구,3.3,주거,N,N,N,N,6.0,5.2,59.0,0.0,0.0,149.04
1141,6.0,1.0,118.0,봄,23.0,금요일,용산구,1.4,생활서비스,N,Y,Y,N,5.7,4.3,61.0,0.0,0.0,740.0
1142,3.0,1.0,186.3,봄,23.0,금요일,금천구,2.0,산업시설,N,N,N,N,5.7,4.3,61.0,0.0,0.0,745.2
1144,2.0,1.0,708.0,봄,3.0,토요일,강남구,0.8,판매/업무시설,N,Y,N,N,4.5,3.0,77.0,0.2,0.0,1244.21
1145,4.0,1.0,151.74,봄,3.0,토요일,강동구,1.6,산업시설,N,N,N,N,4.5,3.0,77.0,0.2,0.0,718.86
1146,5.0,2.0,148.38,봄,4.0,토요일,강남구,0.8,생활서비스,N,N,N,N,3.1,3.8,89.0,0.0,0.0,821.69
1147,1.0,1.0,5.0,봄,5.0,토요일,영등포구,0.9,판매/업무시설,N,Y,N,N,2.4,3.1,93.0,0.0,0.0,414.1
1148,6.0,0.0,253.69,봄,8.0,토요일,관악구,3.9,주거,N,Y,N,N,1.1,4.2,98.0,0.0,0.5,1280.39
1151,2.0,1.0,83.0,봄,12.0,토요일,동대문구,0.7,주거,N,N,N,N,2.0,2.7,97.0,4.6,0.5,249.0
1153,15.0,2.0,14.15,봄,19.0,토요일,영등포구,1.2,판매/업무시설,N,Y,N,N,5.6,1.7,78.0,0.0,0.0,4280.24
1154,1.0,0.0,536.06,봄,22.0,토요일,구로구,0.6,생활서비스,N,N,N,N,3.6,1.7,74.0,0.0,0.0,536.06
1155,3.0,1.0,74.1,봄,23.0,토요일,동대문구,0.5,주거,N,N,N,N,2.9,2.0,75.0,0.0,0.0,287.4
1156,4.0,1.0,116.67,봄,0.0,일요일,서대문구,0.4,주거,N,N,N,N,2.8,1.5,80.0,0.0,0.0,447.36
1158,14.0,1.0,410.0,봄,2.0,일요일,마포구,1.4,판매/업무시설,N,N,N,N,3.6,1.1,84.0,0.0,0.0,4796.0
1159,3.0,1.0,101.83,봄,4.0,일요일,동대문구,1.2,주거,N,N,N,N,4.0,1.6,87.0,0.0,0.0,329.12
1161,1.0,2.0,69.55,봄,5.0,일요일,용산구,0.8,주거,N,N,N,N,4.0,0.8,84.0,0.0,0.0,205.13
1162,4.0,1.0,161.82,봄,7.0,일요일,금천구,0.4,주거,N,N,N,N,4.1,1.8,87.0,0.0,0.0,790.05
1163,2.0,1.0,119.97,봄,8.0,일요일,중랑구,1.5,생활서비스,N,N,N,N,4.2,2.3,88.0,0.0,0.0,485.61
1164,1.0,0.0,33.0,봄,13.0,일요일,용산구,2.0,주거,N,N,N,N,7.6,2.8,58.0,0.0,0.0,33.0
1165,2.0,1.0,933.92,봄,14.0,일요일,서초구,1.0,판매/업무시설,N,N,N,N,8.9,2.3,49.0,0.0,0.0,2667.11
1166,15.0,1.0,928.82,봄,14.0,일요일,노원구,0.8,주거,N,Y,N,N,8.9,2.3,49.0,0.0,0.0,12639.77
1167,6.0,0.0,25.75,봄,20.0,일요일,송파구,2.1,주거,N,N,N,N,4.7,3.4,59.0,0.0,0.0,528.75
1168,2.0,1.0,1291.19,봄,20.0,일요일,노원구,2.1,생활서비스,N,Y,N,N,4.7,3.4,59.0,0.0,0.0,2981.35
1169,2.0,1.0,68.94,봄,22.0,일요일,송파구,1.9,주거,N,N,N,N,3.4,2.6,62.0,0.0,0.0,199.22
1170,5.0,0.0,96.57,봄,23.0,일요일,서대문구,1.1,주거,N,N,N,N,2.8,2.2,54.0,0.0,0.0,324.21
1171,4.0,1.0,46.6,봄,0.0,월요일,마포구,2.0,주거,N,N,N,N,2.2,2.1,56.0,0.0,0.0,989.6
1173,4.0,1.0,308.65,봄,6.0,월요일,종로구,1.6,주거,N,N,N,N,-0.1,0.7,64.0,0.0,0.0,1311.57
1174,18.0,5.0,1292.78,봄,8.0,월요일,종로구,2.4,집합시설,N,N,N,N,0.3,1.9,66.0,0.0,0.0,27259.53
1175,5.0,1.0,96.93,봄,8.0,월요일,관악구,1.7,주거,N,N,N,N,0.3,1.9,66.0,0.0,0.0,490.15
1176,1.0,1.0,63.64,봄,8.0,월요일,성동구,0.5,판매/업무시설,N,N,N,N,0.3,1.9,66.0,0.0,0.0,77.76
1177,4.0,1.0,56.3,봄,13.0,월요일,동대문구,2.5,생활서비스,N,N,N,N,9.8,2.2,34.0,0.0,0.0,274.24
1178,7.0,1.0,6825.69,봄,14.0,월요일,서초구,3.7,주거,N,Y,N,N,10.7,2.2,29.0,0.0,0.0,70313.24
1181,9.0,1.0,128.7,봄,21.0,월요일,영등포구,1.3,판매/업무시설,N,Y,N,N,5.7,4.4,46.0,0.0,0.0,919.28
1183,11.0,3.0,925.16,봄,23.0,월요일,송파구,2.2,판매/업무시설,N,Y,N,N,5.1,2.6,48.0,0.0,0.0,13049.92
1184,5.0,0.0,0.0,봄,7.0,화요일,서대문구,0.6,주거,N,N,N,N,1.2,0.9,59.0,0.0,0.0,0.0
1185,5.0,0.0,53.62,봄,8.0,화요일,도봉구,1.7,주거,N,N,N,N,2.2,0.7,60.0,0.0,0.0,608.93
1186,5.0,1.0,322.04,봄,12.0,화요일,중랑구,1.9,판매/업무시설,N,Y,N,N,10.2,1.7,42.0,0.0,0.0,1765.04
1187,4.0,1.0,175.76,봄,14.0,화요일,구로구,1.8,주거,N,N,N,N,12.6,2.2,27.0,0.0,0.0,789.87
1188,5.0,0.0,120.58,봄,14.0,화요일,서초구,1.3,주거,N,N,N,N,12.6,2.2,27.0,0.0,0.0,449.8
1190,8.0,1.0,216.63,봄,19.0,화요일,금천구,2.0,주거,N,Y,N,N,9.4,4.0,50.0,0.0,0.0,1537.88
1191,18.0,3.0,2187.24,봄,19.0,화요일,중랑구,1.0,주거,N,Y,N,N,9.4,4.0,50.0,0.0,0.0,22688.39
1193,5.0,0.0,11.2,봄,0.0,수요일,송파구,2.3,주거,N,N,N,N,6.0,0.5,59.0,0.0,0.0,433.76
1194,22.0,1.0,59.76,봄,1.0,수요일,마포구,1.2,주거,N,Y,N,N,5.4,1.3,59.0,0.0,0.0,7876.56
1195,3.0,1.0,57.36,봄,6.0,수요일,동작구,1.6,주거,N,N,N,N,5.0,2.0,67.0,0.0,0.0,262.4
1196,9.0,6.0,1428.3,봄,9.0,수요일,노원구,1.5,집합시설,N,Y,N,N,5.6,2.9,68.0,0.0,0.0,26837.1
1197,4.0,1.0,356.3,봄,9.0,수요일,서대문구,1.6,생활서비스,N,Y,N,N,5.6,2.9,68.0,0.0,0.0,1045.7
1198,6.0,0.0,147.03,봄,12.0,수요일,송파구,1.5,주거,N,N,N,N,7.1,3.7,46.0,0.0,0.0,503.02
1200,3.0,1.0,90.93,봄,17.0,수요일,구로구,0.7,주거,N,N,N,N,7.4,3.0,50.0,0.0,0.0,327.72
1201,5.0,0.0,133.92,봄,18.0,수요일,송파구,1.8,주거,N,N,N,N,6.7,2.9,54.0,0.0,0.0,540.78
1202,15.0,1.0,339.52,봄,19.0,수요일,도봉구,1.7,주거,N,Y,N,N,6.3,2.9,61.0,0.0,0.0,20193.0
1203,3.0,1.0,136.84,봄,20.0,수요일,영등포구,0.9,생활서비스,Y,N,N,N,6.3,2.7,61.0,0.0,0.0,548.1
1204,4.0,1.0,63.19,봄,0.0,목요일,광진구,1.4,주거,N,N,N,N,6.0,3.0,57.0,0.0,0.0,244.73
1205,5.0,1.0,136.89,봄,3.0,목요일,강남구,0.7,생활서비스,N,Y,N,N,4.8,1.2,70.0,0.0,0.0,647.62
1207,22.0,1.0,1085.46,봄,7.0,목요일,관악구,2.0,주거,N,Y,N,N,5.0,1.3,78.0,0.0,0.0,19624.04
1208,11.0,4.0,3180.43,봄,10.0,목요일,영등포구,1.3,산업시설,N,Y,N,N,6.6,1.0,73.0,0.0,0.0,49613.73
1209,5.0,1.0,374.26,봄,14.0,목요일,강남구,1.9,주거,N,N,N,N,10.0,1.1,66.0,0.0,0.0,2071.54
1211,3.0,0.0,50.0,봄,17.0,목요일,성동구,1.5,생활서비스,N,N,N,N,12.3,2.5,62.0,0.0,0.0,159.48
1212,4.0,1.0,90.46,봄,21.0,목요일,종로구,0.7,판매/업무시설,N,N,N,N,9.4,1.1,71.0,0.0,0.0,436.01
1213,3.0,0.0,144.53,봄,21.0,목요일,성동구,1.6,생활서비스,N,N,Y,N,9.4,1.1,71.0,0.0,0.0,389.26
1215,3.0,1.0,200.3,봄,4.0,금요일,성동구,3.5,주거,N,N,N,N,6.7,1.7,81.0,0.0,0.0,264.5
1216,15.0,2.0,928.71,봄,7.0,금요일,서대문구,1.6,주거,N,Y,N,N,6.6,2.5,81.0,0.0,0.0,15121.16
1217,39.0,5.0,2000.0,봄,12.0,금요일,금천구,1.0,판매/업무시설,N,N,N,N,13.9,2.7,54.0,0.0,0.0,59152.78
1218,21.0,1.0,4174.71,봄,13.0,금요일,송파구,2.2,주거,N,N,N,N,15.4,2.1,48.0,0.0,0.0,116664.5
1219,6.0,0.0,382.65,봄,16.0,금요일,광진구,2.0,주거,N,Y,N,N,17.2,1.5,50.0,0.0,0.0,2315.58
1220,1.0,0.0,66.0,봄,17.0,금요일,서초구,2.5,기타서비스,N,N,N,N,17.2,1.4,52.0,0.0,0.0,66.0
1221,4.0,1.0,116.02,봄,17.0,금요일,동작구,3.3,주거,N,N,N,N,17.2,1.4,52.0,0.0,0.0,492.1
1222,3.0,0.0,5265.22,봄,19.0,금요일,성동구,2.5,운수자동차시설,N,N,N,N,16.4,2.8,54.0,0.0,0.0,5265.22
1223,29.0,1.0,34.36,봄,21.0,금요일,영등포구,1.8,주거,N,Y,N,N,13.0,4.4,74.0,2.6,0.0,3003.69
1224,15.0,1.0,8118.0,봄,22.0,금요일,도봉구,1.6,주거,N,Y,N,N,11.7,4.3,90.0,0.0,0.0,11076.19
1226,2.0,0.0,72.2,봄,4.0,토요일,용산구,1.8,판매/업무시설,N,N,N,N,12.5,2.8,99.0,0.0,0.0,144.4
1227,6.0,0.0,263.6,봄,4.0,토요일,도봉구,3.6,주거,N,N,N,N,12.5,2.8,99.0,0.0,0.0,526.92
1229,3.0,1.0,140.12,봄,5.0,토요일,은평구,2.3,판매/업무시설,N,N,N,N,12.5,1.6,100.0,0.0,0.0,284.56
1230,9.0,2.0,400.32,봄,10.0,토요일,강동구,0.1,생활서비스,N,N,N,N,9.5,3.4,98.0,0.0,0.0,4342.13
1231,14.0,3.0,137.49,봄,11.0,토요일,마포구,1.3,생활서비스,N,Y,N,N,10.1,2.4,91.0,0.0,0.0,120578.88
1232,25.0,1.0,151.84,봄,12.0,토요일,동대문구,1.7,주거,N,Y,N,N,10.7,3.2,89.0,1.2,0.0,7190.18
1233,2.0,1.0,130.25,봄,14.0,토요일,중랑구,1.0,생활서비스,N,N,N,N,11.4,2.6,89.0,0.0,0.0,290.02
1234,3.0,1.0,133.97,봄,16.0,토요일,광진구,1.1,산업시설,N,N,N,N,13.7,1.8,78.0,0.0,0.0,529.4
1235,12.0,1.0,335.12,봄,17.0,토요일,금천구,1.5,판매/업무시설,N,Y,N,N,14.5,3.5,69.0,0.0,0.0,4617.08
1236,16.0,7.0,1468.88,봄,19.0,토요일,서초구,0.5,판매/업무시설,N,N,N,N,12.9,3.4,73.0,0.0,0.0,33774.62
1237,5.0,2.0,759.02,봄,19.0,토요일,서대문구,3.0,교육시설,N,Y,N,N,12.9,3.4,73.0,0.0,0.0,7330.1
1238,13.0,5.0,1376.49,봄,19.0,토요일,강서구,2.3,판매/업무시설,N,Y,N,N,12.9,3.4,73.0,0.0,0.0,23296.49
1239,4.0,1.0,173.29,봄,20.0,토요일,송파구,2.3,주거,N,N,N,N,12.1,3.4,72.0,0.0,0.0,936.3
1240,3.0,1.0,329.14,봄,20.0,토요일,영등포구,1.5,기타서비스,N,N,Y,N,12.1,3.4,72.0,0.0,0.0,1565.6
1241,4.0,1.0,121.51,봄,21.0,토요일,서대문구,0.7,주거,N,N,N,N,11.6,2.9,57.0,0.0,0.0,518.38
1242,5.0,0.0,101.92,봄,22.0,토요일,서대문구,1.6,주거,N,N,N,N,10.5,1.2,55.0,0.0,0.0,426.16
1243,2.0,1.0,88.53,봄,5.0,일요일,노원구,0.8,주거,N,N,N,N,5.9,1.6,74.0,0.0,0.0,149.95
1244,5.0,1.0,134.91,봄,13.0,일요일,중구,1.5,판매/업무시설,N,N,N,N,11.7,5.1,46.0,0.0,0.0,1051.12
1245,4.0,0.0,39.22,봄,13.0,일요일,관악구,1.5,주거,N,N,N,N,11.7,5.1,46.0,0.0,0.0,369.49
1247,7.0,1.0,457.5,봄,16.0,일요일,성북구,2.5,주거,N,Y,N,N,11.7,4.9,29.0,0.0,0.0,2721.1
1249,2.0,1.0,96.2,봄,21.0,일요일,중랑구,0.5,주거,N,N,N,N,6.5,2.5,34.0,0.0,0.0,156.84
1250,5.0,0.0,118.1,봄,22.0,일요일,송파구,2.4,주거,N,N,N,N,5.7,1.4,34.0,0.0,0.0,395.35
1253,13.0,1.0,649.42,봄,3.0,월요일,강남구,2.0,주거,N,N,N,N,3.9,2.9,46.0,0.0,0.0,8986.16
1256,2.0,1.0,60.78,봄,6.0,월요일,광진구,1.8,주거,N,N,N,N,1.7,1.2,52.0,0.0,0.0,196.78
1257,5.0,0.0,494.05,봄,10.0,월요일,종로구,1.2,집합시설,N,Y,N,N,9.0,2.1,30.0,0.0,0.0,2225.06
1259,5.0,0.0,335.15,봄,12.0,월요일,종로구,0.3,판매/업무시설,N,Y,N,N,12.1,3.6,22.0,0.0,0.0,1327.85
1260,4.0,1.0,88.43,봄,17.0,월요일,마포구,1.1,생활서비스,N,N,N,N,13.9,2.9,21.0,0.0,0.0,48.86
1261,2.0,1.0,64.43,봄,18.0,월요일,중랑구,0.7,주거,N,N,N,N,12.7,3.7,29.0,0.0,0.0,207.5
1262,6.0,3.0,2025.8,봄,18.0,월요일,강서구,1.0,판매/업무시설,N,Y,N,N,12.7,3.7,29.0,0.0,0.0,15916.85
1263,4.0,1.0,109.16,봄,19.0,월요일,동작구,0.6,생활서비스,N,N,N,N,10.8,3.7,36.0,0.0,0.0,647.56
1264,2.0,1.0,106.27,봄,19.0,월요일,서초구,1.3,주거,N,N,N,N,10.8,3.7,36.0,0.0,0.0,167.41
1265,23.0,0.0,408.3,봄,21.0,월요일,서대문구,3.3,주거,N,N,N,N,8.2,1.6,39.0,0.0,0.0,6878.12
1266,3.0,1.0,71.52,봄,2.0,화요일,관악구,2.5,주거,N,N,N,N,4.5,1.0,47.0,0.0,0.0,250.4
1268,3.0,1.0,89.64,봄,10.0,화요일,금천구,1.5,주거,N,N,N,N,10.8,2.9,47.0,0.0,0.0,301.26
1269,5.0,0.0,35.69,봄,10.0,화요일,송파구,2.1,주거,N,N,N,N,10.8,2.9,47.0,0.0,0.0,470.36
1270,2.0,1.0,88.03,봄,11.0,화요일,성동구,1.0,주거,N,N,N,N,12.5,3.3,49.0,0.0,0.0,221.89
1271,5.0,1.0,596.5,봄,11.0,화요일,서초구,1.5,기타서비스,N,N,N,N,12.5,3.3,49.0,0.0,0.0,596.5
1273,4.0,0.0,120.96,봄,14.0,화요일,마포구,1.3,판매/업무시설,N,N,N,N,15.2,3.8,41.0,0.0,0.0,422.61
1275,5.0,1.0,213.0,봄,14.0,화요일,강북구,1.1,주거,N,N,N,N,15.2,3.8,41.0,0.0,0.0,659.0
1276,3.0,1.0,327.6,봄,18.0,화요일,중랑구,0.7,주거,N,N,N,N,13.9,2.7,48.0,0.0,0.0,1297.44
1277,4.0,1.0,144.0,봄,19.0,화요일,성북구,3.0,생활서비스,N,N,N,N,12.4,2.1,54.0,0.0,0.0,720.37
1278,5.0,0.0,122.33,봄,22.0,화요일,강남구,0.8,생활서비스,N,N,N,N,10.0,1.3,64.0,0.0,0.0,599.25
1279,4.0,1.0,164.3,봄,23.0,화요일,강서구,1.4,판매/업무시설,N,Y,N,N,9.4,0.6,65.0,0.0,0.0,822.74
1280,6.0,1.0,355.0,봄,6.0,수요일,강동구,1.5,판매/업무시설,N,Y,N,N,6.0,2.3,81.0,0.0,0.0,2365.0
1282,2.0,0.0,62.91,봄,13.0,수요일,동작구,1.3,주거,N,N,N,N,15.1,0.7,54.0,0.0,0.0,99.21
1283,2.0,1.0,79.6,봄,13.0,수요일,중랑구,2.0,주거,N,N,N,N,15.1,0.7,54.0,0.0,0.0,248.97
1284,6.0,1.0,106.05,봄,16.0,수요일,동작구,2.3,주거,N,Y,N,N,12.7,1.6,83.0,0.0,0.0,606.94
1285,2.0,1.0,0.0,봄,18.0,수요일,중랑구,0.5,주거,N,N,N,N,12.4,1.3,80.0,0.0,0.0,128.25
1286,3.0,1.0,53.64,봄,19.0,수요일,용산구,1.0,주거,N,N,N,N,12.4,1.7,86.0,0.0,0.0,214.53
1287,2.0,1.0,204.63,봄,21.0,수요일,금천구,1.2,생활서비스,N,N,N,N,11.6,1.0,86.0,0.0,0.0,613.89
1288,5.0,1.0,360.2,봄,8.0,목요일,구로구,2.2,의료/복지시설,N,Y,Y,N,9.0,0.8,81.0,0.0,0.0,2460.2
1289,2.0,1.0,89.25,봄,15.0,목요일,중구,0.8,주거,N,N,N,N,14.4,4.1,48.0,0.0,0.0,148.75
1290,7.0,1.0,321.03,봄,17.0,목요일,마포구,1.2,주거,N,N,N,N,13.9,3.4,45.0,0.0,0.0,2300.13
1292,3.0,1.0,54.75,봄,19.0,목요일,동작구,2.8,주거,N,N,N,N,12.3,2.9,47.0,0.0,0.0,220.65
1293,5.0,1.0,363.6,봄,19.0,목요일,도봉구,2.0,집합시설,N,N,N,N,12.3,2.9,47.0,0.0,0.0,999.58
1295,5.0,1.0,207.23,봄,6.0,금요일,서초구,3.5,생활서비스,N,N,N,N,4.7,2.4,77.0,0.0,0.0,1449.55
1296,3.0,1.0,127.27,봄,9.0,금요일,광진구,1.4,생활서비스,N,N,Y,N,8.5,2.7,60.0,0.0,0.0,462.81
1297,4.0,1.0,228.0,봄,11.0,금요일,도봉구,1.8,주거,N,N,N,N,11.9,2.4,46.0,0.0,0.0,587.19
1298,27.0,3.0,11440.58,봄,12.0,금요일,구로구,0.5,운수자동차시설,N,N,N,N,13.2,1.6,38.0,0.0,0.0,124251.85
1299,3.0,1.0,120.09,봄,12.0,금요일,서대문구,1.8,생활서비스,N,N,N,N,13.2,1.6,38.0,0.0,0.0,238.88
1301,17.0,4.0,1529.95,봄,14.0,금요일,구로구,0.3,운수자동차시설,N,N,N,N,14.7,3.3,29.0,0.0,0.0,24395.0
1302,2.0,1.0,109.14,봄,15.0,금요일,관악구,2.9,주거,N,N,N,N,14.6,2.9,31.0,0.0,0.0,327.42
1303,7.0,1.0,95.09,봄,16.0,금요일,강남구,1.7,판매/업무시설,N,N,N,N,14.2,3.5,37.0,0.0,0.0,599.73
1304,5.0,1.0,93.46,봄,17.0,금요일,강남구,1.8,주거,N,Y,N,N,13.9,2.9,33.0,0.0,0.0,855.0
1305,33.0,1.0,0.0,봄,18.0,금요일,송파구,0.4,주거,N,N,N,N,12.4,4.0,32.0,0.0,0.0,10610.5
1308,7.0,0.0,22.08,봄,21.0,금요일,영등포구,1.0,주거,N,N,N,N,8.1,2.5,43.0,0.0,0.0,1230.47
1309,15.0,6.0,1211.06,봄,2.0,토요일,강동구,0.5,판매/업무시설,N,Y,N,N,4.9,1.4,63.0,0.0,0.0,23303.64
1311,1.0,1.0,27.0,봄,2.0,토요일,강서구,5.4,산업시설,N,N,N,N,4.9,1.4,63.0,0.0,0.0,27.0
1312,5.0,0.0,145.0,봄,4.0,토요일,성북구,0.6,주거,N,N,N,N,4.2,0.8,69.0,0.0,0.0,543.95
1313,2.0,1.0,93.0,봄,9.0,토요일,동대문구,1.0,주거,N,N,N,N,7.2,1.7,68.0,0.0,0.0,225.0
1314,7.0,1.0,125.46,봄,9.0,토요일,구로구,0.8,기타서비스,N,Y,N,N,7.2,1.7,68.0,0.0,0.0,731.65
1315,5.0,0.0,181.48,봄,10.0,토요일,금천구,2.0,주거,N,N,N,N,9.5,1.6,55.0,0.0,0.0,659.84
1316,1.0,0.0,400.0,봄,12.0,토요일,강동구,7.0,집합시설,N,Y,N,N,12.5,2.2,33.0,0.0,0.0,0.0
1317,3.0,1.0,328.79,봄,12.0,토요일,서초구,2.2,기타서비스,N,Y,N,N,12.5,2.2,33.0,0.0,0.0,1173.3
1318,3.0,1.0,75.0,봄,15.0,토요일,성북구,1.2,생활서비스,N,N,N,N,13.7,4.8,36.0,0.0,0.0,299.0
1321,2.0,0.0,350.0,봄,16.0,토요일,강남구,6.9,기타서비스,N,N,N,N,12.9,4.4,39.0,0.0,0.0,350.0
1322,2.0,1.0,175.67,봄,16.0,토요일,구로구,0.8,기타서비스,N,N,N,N,12.9,4.4,39.0,0.0,0.0,349.01
1323,15.0,4.0,644.37,봄,19.0,토요일,송파구,2.2,생활서비스,N,Y,N,N,9.1,4.5,34.0,0.0,0.0,9562.19
1324,14.0,5.0,39.97,봄,23.0,토요일,강서구,3.7,판매/업무시설,N,Y,N,N,6.3,1.6,64.0,0.0,0.0,98409.8
1326,5.0,2.0,159.37,봄,2.0,일요일,강남구,1.2,판매/업무시설,N,Y,N,N,4.7,1.5,72.0,0.0,0.0,1272.96
1327,2.0,1.0,85.8,봄,2.0,일요일,강북구,1.0,주거,N,N,N,N,4.7,1.5,72.0,0.0,0.0,234.9
1328,15.0,1.0,997.94,봄,2.0,일요일,노원구,2.6,주거,N,Y,N,N,4.7,1.5,72.0,0.0,0.0,13807.32
1333,5.0,1.0,300.0,봄,17.0,일요일,도봉구,1.3,주거,N,N,N,N,16.0,3.6,33.0,0.0,0.0,2058.12
1334,3.0,1.0,79.8,봄,18.0,일요일,마포구,2.8,생활서비스,N,N,N,N,14.5,3.5,33.0,0.0,0.0,340.86
1335,2.0,1.0,58.36,봄,18.0,일요일,성동구,3.0,주거,N,N,N,N,14.5,3.5,33.0,0.0,0.0,168.76
1336,3.0,0.0,68.79,봄,19.0,일요일,용산구,1.7,주거,N,N,N,N,11.7,3.6,45.0,0.0,0.0,165.68
1337,24.0,0.0,345.0,봄,20.0,일요일,마포구,0.7,주거,N,N,N,N,10.0,3.3,56.0,0.0,0.0,7022.0
1338,3.0,1.0,42.8,봄,21.0,일요일,서초구,1.1,판매/업무시설,N,N,N,N,9.1,2.8,61.0,0.0,0.0,173.84
1339,5.0,1.0,162.44,봄,22.0,일요일,마포구,2.5,주거,N,N,N,N,8.4,1.9,65.0,0.0,0.0,641.28
1340,6.0,0.0,20.24,봄,22.0,일요일,영등포구,1.1,주거,N,N,N,N,8.4,1.9,65.0,0.0,0.0,365.33
1341,3.0,1.0,172.66,봄,2.0,월요일,동대문구,0.2,생활서비스,N,N,N,N,6.4,2.1,73.0,0.0,0.0,690.64
1342,3.0,1.0,74.9,봄,4.0,월요일,마포구,2.2,생활서비스,N,N,N,N,5.7,2.6,76.0,0.0,0.0,263.3
1343,6.0,1.0,237.32,봄,6.0,월요일,서대문구,1.3,주거,N,Y,N,N,5.4,0.7,81.0,0.0,0.0,1860.66
1344,3.0,1.0,347.94,봄,8.0,월요일,송파구,1.5,주거,N,N,N,N,7.0,1.3,77.0,0.0,0.0,1373.68
1348,3.0,1.0,224.91,봄,13.0,월요일,관악구,1.0,판매/업무시설,N,N,N,N,16.3,3.5,26.0,0.0,0.0,921.2
1351,3.0,1.0,89.26,봄,14.0,월요일,관악구,1.4,생활서비스,N,N,N,N,16.2,4.0,30.0,0.0,0.0,329.89
1352,4.0,1.0,0.0,봄,15.0,월요일,서대문구,1.2,주거,N,N,N,N,16.2,3.6,28.0,0.0,0.0,603.6
1353,4.0,0.0,164.96,봄,15.0,월요일,강서구,3.4,주거,N,N,N,N,16.2,3.6,28.0,0.0,0.0,610.02
1354,12.0,2.0,846.33,봄,15.0,월요일,강동구,0.0,주거,N,N,N,N,16.2,3.6,28.0,0.0,0.0,8354.94
1356,6.0,1.0,134.64,봄,16.0,월요일,강남구,0.7,생활서비스,N,N,N,N,15.7,3.9,31.0,0.0,0.0,887.14
1357,4.0,1.0,161.46,봄,17.0,월요일,노원구,1.9,주거,N,N,N,N,15.0,3.7,30.0,0.0,0.0,648.7
1358,6.0,1.0,195.85,봄,18.0,월요일,은평구,2.6,판매/업무시설,N,N,N,N,13.5,3.3,35.0,0.0,0.0,1348.32
1359,1.0,0.0,363.0,봄,19.0,월요일,서초구,3.2,기타서비스,N,N,N,N,11.5,3.6,33.0,0.0,0.0,363.0
